group_id	ctrl_status	gene_name	gene_id	transcript_name	transcript_id	cleaner_transcript_biotype	cleaner_gene_biotype	CRISPhieRmix_FDR	is_hit	effect_size	csf	hESC_mean	endo_mean	qval_hESC_endo	endo_hESC_log2fc	endo_hESC_abslog2fc
NC_000001.11:+:155200777	experimental	MIR92B	ENSG00000231064.6_2	MIR92B-006	ENST00000430312.1_1	promoter_overlap	transcript_overlap	0.969371323010489	no hit	0.6078231785060411	lncRNA_good_csf	0.8833437968711915	0.1571022456946705	0.0429618971263517	-0.7027800304232001	0.7027800304232001
NC_000002.12:+:9106593	experimental	RP11-734K21.5	ENSG00000261104.1_1	RP11-734K21.5-001	ENST00000565044.1_1	intergenic	intergenic	0.958404257034354	no hit	0.6076823157814301	lncRNA_good_csf	0.22058422175378603	0.13918050603525	0.0828493995886167	-0.0995754823758099	0.0995754823758099
NC_000013.11:-:87671168	experimental	MIR4500HG	ENSG00000228824.6_2	MIR4500HG-001	ENST00000436290.2_1	transcript_overlap	transcript_overlap	0.963195100156778	no hit	0.6075679414772571	lncRNA_good_csf	0.0085465776771594	2.3382417311580848	0.0049482003482736	1.7268107145203138	1.7268107145203138
NC_000012.12:+:9704077	experimental	RP11-75L1.1	ENSG00000256582.1_1	RP11-75L1.1-001	ENST00000541404.1_1	intergenic	intergenic	0.829283604596928	no hit	0.607520417921462	lncRNA_good_csf	0.274068896987348	1.5510564846256147	0.0243071602913704	1.0016515475809538	1.0016515475809538
NC_000011.10:-:61656025	experimental	RP11-855O10.3	ENSG00000255947.1_1	RP11-855O10.3-001	ENST00000542121.1_1	intergenic	intergenic	0.965787789968098	no hit	0.607435708515712	lncRNA_good_csf	0.10714827775387388	0.13624724023352658	sleuth NA	0.03742833854499679	0.03742833854499679
NC_000005.10:-:9884027	experimental	CTD-2143L24.1	ENSG00000249781.6_2	CTD-2143L24.1-007	ENST00000606222.1_1	transcript_overlap	transcript_overlap	0.964946422036688	no hit	0.60732355861432	lncRNA_good_csf	0.223135894908518	0.913940198154936	0.13005013684883301	0.6459610514213563	0.6459610514213563
NC_000011.10:-:122556701	experimental	MIR100HG	ENSG00000255248.7_2	MIR100HG-028	ENST00000533109.6_2	transcript_overlap	transcript_overlap	0.9700863724630172	no hit	0.6073022639519731	lncRNA_good_csf	0.17147440851276602	0.19318595697110152	0.177658863132281	0.026493465198076452	0.026493465198076452
NC_000006.12:+:21665020	experimental	CASC15	ENSG00000272168.6_2	CASC15-005	ENST00000606336.5_1	transcript_overlap	transcript_overlap	0.951409325776604	no hit	0.607280432738994	lncRNA_good_csf	1.43699800080997	3.762000709326825	0.00502124755193368	0.9664627679581947	0.9664627679581947
NC_000017.11:-:50365231	experimental	RP11-893F2.18	ENSG00000279792.1_1	RP11-893F2.18-001	ENST00000624336.1_1	transcript_overlap	transcript_overlap	0.5835430082938431	no hit	0.607127602898484	lncRNA_good_csf	0.16762620203285997	0.1571369833632355	0.163173729741782	-0.013018828363336852	0.013018828363336852
NC_000004.12:-:59630323	experimental	RP11-725D20.1	ENSG00000249392.1_1	RP11-725D20.1-001	ENST00000504537.1_1	intergenic	intergenic	0.935022471232976	no hit	0.6071150834773671	lncRNA_good_csf	0.08575819601449156	0.13137347555269707	sleuth NA	0.05937241003490746	0.05937241003490746
NC_000017.11:-:50538680	experimental	RP11-94C24.8	ENSG00000250286.1_1	RP11-94C24.8-002	ENST00000509260.1_1	transcript_overlap	transcript_overlap	0.96468615033164	no hit	0.6070005566794361	lncRNA_good_csf	0.1987772786299785	0.2629123814390285	0.252834234288622	0.07519090635516787	0.07519090635516787
NC_000017.11:-:50538680	experimental	RP11-94C24.8	ENSG00000250286.1_1	RP11-94C24.8-001	ENST00000513017.1_1	transcript_overlap	transcript_overlap	0.96468615033164	no hit	0.6070005566794361	lncRNA_good_csf	0.0	0.17353087935488348	sleuth NA	0.2308558042863336	0.2308558042863336
NC_000023.11:+:30698029	experimental	RP11-242C19.2	ENSG00000241886.1_2	RP11-242C19.2-001	ENST00000497961.1_1	transcript_overlap	transcript_overlap	0.960404658885127	no hit	0.606716115922286	lncRNA_good_csf	0.12848008216526205	0.307757966219515	0.22888897476350603	0.212714603251808	0.212714603251808
NC_000008.11:+:144049473	experimental	SMPD5	ENSG00000204791.8_2	SMPD5-002	ENST00000561181.5_1	gene_nearby	transcript_overlap	0.969995528264315	stringent no hit	0.606711132341056	lncRNA_good_csf	0.20414317553577804	0.0465991758279614	0.151793163322416	-0.20229791424861213	0.20229791424861213
NC_000008.11:+:144049473	experimental	SMPD5	ENSG00000204791.8_2	SMPD5-001	ENST00000528912.1_1	transcript_overlap	transcript_overlap	0.969995528264315	stringent no hit	0.606711132341056	lncRNA_good_csf	2.966260739801175	0.069420699163028	0.0417717881929987	-1.8909500164726967	1.8909500164726967
NC_000005.10:+:7326064	experimental	RP11-404K5.4	ENSG00000251250.1_1	RP11-404K5.4-001	ENST00000512746.1_1	intergenic	intergenic	0.862325963349857	no hit	0.6067081335785981	lncRNA_good_csf	0.0359171916846114	0.2804388140633089	sleuth NA	0.3057296325730632	0.3057296325730632
NC_000014.9:-:104655571	experimental	RP11-982M15.7	ENSG00000258736.1_1	RP11-982M15.7-002	ENST00000553433.1_1	intergenic	intergenic	0.9716396653461	no hit	0.606518994404301	lncRNA_good_csf	0.5985975753706335	0.2825082986919315	0.17991457814019002	-0.31783864511050264	0.31783864511050264
NC_000001.11:-:156615287	experimental	RP11-284F21.11	ENSG00000272971.1_1	RP11-284F21.11-001	ENST00000609800.1_1	intergenic	intergenic	0.97098406081167	no hit	0.606364191279386	lncRNA_good_csf	0.2498128374797565	0.12794672595204865	0.21985706191828303	-0.14801313454068776	0.14801313454068776
NC_000014.9:-:97789255	experimental	RP11-204N11.2	ENSG00000258379.1_1	RP11-204N11.2-001	ENST00000555889.1_1	intergenic	intergenic	0.971512225583508	no hit	0.60622395073295	lncRNA_good_csf	0.15264982593404952	0.0	sleuth NA	-0.2049542899892997	0.2049542899892997
NC_000020.11:-:49046174	experimental	CSE1L-AS1	ENSG00000227431.5_1	CSE1L-AS1-001	ENST00000417781.5_1	promoter_overlap	promoter_overlap	0.968573391805774	no hit	0.605935921117541	lncRNA_good_csf	0.11883984375593805	0.07521737675706751	sleuth NA	-0.057375177583014275	0.057375177583014275
NC_000020.11:-:49046174	experimental	CSE1L-AS1	ENSG00000227431.5_1	CSE1L-AS1-002	ENST00000428190.1_1	promoter_overlap	promoter_overlap	0.968573391805774	no hit	0.605935921117541	lncRNA_good_csf	0.20421092789246806	0.20338189618463	sleuth NA	-0.000993556691935683	0.000993556691935683
NC_000012.12:+:54053864	mRNA	HOXC4	ENSG00000198353.7_2	HOXC4-003	ENST00000430889.2_1	protein_coding	protein_coding	0.970834398359498	no hit	0.605858355416681	protein_coding	0.026071674576462308	0.0	sleuth NA	-0.03713151159248816	0.03713151159248816
NC_000005.10:+:1594613	experimental	CTD-2012J19.3	ENSG00000271119.1_2	CTD-2012J19.3-001	ENST00000605200.1_1	intergenic	intergenic	0.972062368093445	no hit	0.605841234957098	lncRNA_good_csf	1.28256831554708	1.152148778959185	0.0383314744621613	-0.08488022416649912	0.08488022416649912
NC_000007.14:-:87152330	experimental	AC005076.5	ENSG00000224046.1_1	AC005076.5-002	ENST00000446309.1_1	promoter_overlap	promoter_overlap	0.96514675183672	no hit	0.6054433582852211	lncRNA_good_csf	1.0533202874685337	1.0280795542010646	0.218812941143618	-0.01784443885672506	0.01784443885672506
NC_000003.12:-:197374	experimental	CHL1-AS2	ENSG00000224318.5_1	CHL1-AS2-001	ENST00000452919.1_1	promoter_overlap	promoter_overlap	0.360557860939151	no hit	0.605438936409348	lncRNA_good_csf	0.0341099036295333	0.29096715849793703	sleuth NA	0.32006277849676984	0.32006277849676984
NC_000002.12:-:232584423	experimental	AC073254.1	ENSG00000237126.8_1	AC073254.1-012	ENST00000608132.1_1	transcript_overlap	transcript_overlap	0.914452540521672	no hit	0.6054162286035171	lncRNA_good_csf	0.21576573344634675	0.12769007964065798	sleuth NA	-0.10849463208428103	0.10849463208428103
NC_000015.10:+:82743456	experimental	RP11-752G15.8	ENSG00000259442.1_1	RP11-752G15.8-001	ENST00000558342.1_1	gene_nearby	gene_nearby	0.9703995762477428	no hit	0.605229685061505	lncRNA_good_csf	0.3356495999431295	0.2778142204891415	0.17657914305060698	-0.06386347438894541	0.06386347438894541
NC_000016.10:-:17540984	experimental	RP11-916L7.1	ENSG00000260945.1_1	RP11-916L7.1-001	ENST00000568026.1_1	intergenic	intergenic	0.956242930692707	no hit	0.6050559603936639	lncRNA_good_csf	0.192768893569803	0.3007133122029335	0.222158854960478	0.12498847644180973	0.12498847644180973
NC_000013.11:+:45389794	experimental	TPT1-AS1	ENSG00000170919.15_2	TPT1-AS1-201	ENST00000619457.1_2	intergenic	promoter_overlap	0.904217648619624	no hit	0.604831553182357	lncRNA_good_csf	0.0	0.0	sleuth NA	0.0	0.0
NC_000001.11:-:222489699	experimental	RP11-378J18.9	ENSG00000276997.4_1	RP11-378J18.9-006	ENST00000621440.1_1	intergenic	intergenic	0.9702026173627488	no hit	0.604786135172624	lncRNA_good_csf	0.3991026682902955	0.3012030243364285	0.250468789762791	-0.104655752855877	0.104655752855877
NC_000011.10:+:557681	experimental	RP11-496I9.1	ENSG00000254815.5_1	RP11-496I9.1-001	ENST00000527620.5_1	transcript_overlap	transcript_overlap	0.8167586404728492	no hit	0.604570028216375	lncRNA_good_csf	1.2646064439413451	3.225059350325405	0.004025907419269011	0.8997112549999738	0.8997112549999738
NC_000010.11:+:15237575	experimental	RP11-25G10.2	ENSG00000232739.1_1	RP11-25G10.2-001	ENST00000433455.1_1	transcript_overlap	transcript_overlap	0.970083025848011	no hit	0.604427137251835	lncRNA_good_csf	0.511193643850568	0.32670125878744805	0.155898654865376	-0.1878449917548308	0.1878449917548308
NC_000003.12:+:179804063	experimental	RP11-494H4.3	ENSG00000270178.1_1	RP11-494H4.3-001	ENST00000602704.1_1	transcript_overlap	transcript_overlap	0.9706074187672508	no hit	0.604258465374349	lncRNA_good_csf	0.3815833962078025	0.10972240654555	sleuth NA	-0.3161238136271892	0.3161238136271892
NC_000002.12:-:131832049	experimental	AC103564.7	ENSG00000229203.1_1	AC103564.7-001	ENST00000437330.1_1	intergenic	intergenic	0.9719364022426528	no hit	0.604234746932131	lncRNA_good_csf	0.05059578582987835	0.123483101556304	sleuth NA	0.09677072228172122	0.09677072228172122
NC_000011.10:+:78388061	experimental	RP11-452H21.2	ENSG00000254649.1_2	RP11-452H21.2-001	ENST00000527030.1_1	transcript_overlap	transcript_overlap	0.966734813314466	no hit	0.604190570715907	lncRNA_good_csf	0.280854010738024	0.12425623656773545	sleuth NA	-0.18813516239331465	0.18813516239331465
NC_000006.12:-:10747583	experimental	RP11-421M1.8	ENSG00000272097.1_1	RP11-421M1.8-002	ENST00000606652.1_1	promoter_overlap	promoter_overlap	0.9716964882069652	no hit	0.6041426531545729	lncRNA_good_csf	0.3132695268889636	2.01168399149886	0.0195976312011047	1.1974073635956686	1.1974073635956686
NC_000006.12:-:10747583	experimental	RP11-421M1.8	ENSG00000272097.1_1	RP11-421M1.8-001	ENST00000606522.1_1	promoter_overlap	promoter_overlap	0.9716964882069652	no hit	0.6041426531545729	lncRNA_good_csf	0.2241637199286855	1.087214032031635	0.0122431539408134	0.7697820310359591	0.7697820310359591
NC_000002.12:+:39453841	experimental	AC007246.3	ENSG00000231312.6_2	AC007246.3-011	ENST00000366187.2_1	intergenic	promoter_overlap	0.9335331868671608	no hit	0.604094882046395	lncRNA_good_csf	0.44884769763857496	0.15818407713490804	0.18581050913563799	-0.3230413795510895	0.3230413795510895
NC_000002.12:-:158734829	experimental	AC005042.4	ENSG00000204380.4_1	AC005042.4-002	ENST00000442666.1_1	transcript_overlap	transcript_overlap	0.959283881157104	no hit	0.6040473939193609	lncRNA_good_csf	0.12110108474916847	0.19630790004154347	0.23190992011687198	0.09367238585206282	0.09367238585206282
NC_000017.11:+:19219143	experimental	RP11-744A16.4	ENSG00000281856.1_2	RP11-744A16.4-002	ENST00000631194.1_1	promoter_overlap	promoter_overlap	0.970705448931945	no hit	0.603978015840364	lncRNA_good_csf	0.5127646416361284	0.363475059522364	0.11362702487379199	-0.14989923725410131	0.14989923725410131
NC_000014.9:+:95650498	experimental	TCL6	ENSG00000187621.14_2	TCL6-001	ENST00000357168.6_1	transcript_overlap	transcript_overlap	0.965541084150711	no hit	0.6039540383595601	lncRNA_good_csf	0.0	0.19193343336521201	0.018230486555476003	0.2533036669783297	0.2533036669783297
NC_000002.12:+:111195963	experimental	AC108463.1	ENSG00000230499.1_1	AC108463.1-001	ENST00000451230.1_1	transcript_overlap	transcript_overlap	0.955376635879478	no hit	0.603885496083831	lncRNA_good_csf	0.20272499783126047	0.0326822677329408	sleuth NA	-0.21991037024821525	0.21991037024821525
NC_000001.11:+:31645056	experimental	RP11-73M7.6	ENSG00000235790.7_2	RP11-73M7.6-019	ENST00000608246.5_1	promoter_overlap	promoter_overlap	0.969471256025214	no hit	0.603835852850698	lncRNA_good_csf	0.2675115585418005	0.0	0.10086002876300201	-0.3419989033429375	0.3419989033429375
NC_000001.11:+:31645056	experimental	RP11-73M7.6	ENSG00000235790.7_2	RP11-73M7.6-002	ENST00000585660.5_1	promoter_overlap	promoter_overlap	0.969471256025214	no hit	0.603835852850698	lncRNA_good_csf	0.1109522515217644	0.0210733506725752	sleuth NA	-0.12171030277404313	0.12171030277404313
NC_000012.12:+:8188485	experimental	FAM66C	ENSG00000226711.6_2	FAM66C-005	ENST00000372173.5_1	transcript_overlap	transcript_overlap	0.97013806185766	no hit	0.6036602331852939	lncRNA_good_csf	0.10028542354083303	0.0350629208602955	sleuth NA	-0.08815934888730224	0.08815934888730224
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-040	ENST00000589434.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	1.0176677302981545	1.5249486606571103	0.08276822772196299	0.3235654432381002	0.3235654432381002
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-030	ENST00000590040.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.1405800088890035	0.24913016090402695	0.25750845071737805	0.1311561636651469	0.1311561636651469
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-013	ENST00000591332.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.07136421804695799	0.237992985976354	sleuth NA	0.20855412265242065	0.20855412265242065
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-006	ENST00000431259.6_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.130078250780652	0.0	sleuth NA	-0.17642267361796093	0.17642267361796093
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-005	ENST00000442329.6_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.2641567187216855	0.666143588866511	0.214127949409557	0.3983374111588112	0.3983374111588112
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-001	ENST00000419746.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.5030501815868045	0.249549362928402	0.030528881732178	-0.2664852809796251	0.2664852809796251
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-004	ENST00000456053.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.646437790688967	0.1679543464670945	0.024888443461111003	-0.4953641193084898	0.4953641193084898
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-002	ENST00000585487.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	1.116369353845635	0.3856290699260445	0.253311454298227	-0.6110503293759533	0.6110503293759533
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-011	ENST00000587576.1_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.03065286879693075	0.32623855106251903	sleuth NA	0.3637817923447902	0.3637817923447902
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-037	ENST00000592161.1_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.33384768421856303	0.322586191814144	0.37399740108620794	-0.012232185955532372	0.012232185955532372
NC_000002.12:+:178523212	experimental	TTN-AS1	ENSG00000237298.9_2	TTN-AS1-016	ENST00000592750.5_1	transcript_overlap	transcript_overlap	0.910220775743106	no hit	0.603635786999544	lncRNA_good_csf	0.14638622148366148	0.0	sleuth NA	-0.19709317493892564	0.19709317493892564
NC_000016.10:+:2592514	experimental	CTD-3126B10.2	ENSG00000279162.1_2	CTD-3126B10.2-001	ENST00000624546.1_1	transcript_overlap	transcript_overlap	0.971345466995525	stringent no hit	0.60357436608227	lncRNA_good_csf	0.0767596967835393	0.18870026549451802	0.118454625419608	0.14268866499340682	0.14268866499340682
NC_000009.12:-:69820682	experimental	C9orf135-AS1	ENSG00000225626.2_1	C9orf135-AS1-002	ENST00000439418.1_1	promoter_overlap	promoter_overlap	0.9694477436344642	no hit	0.603535307230256	lncRNA_good_csf	0.0	0.11647317323363728	0.0802671011937182	0.15894858630792838	0.15894858630792838
NC_000010.11:-:75409593	experimental	RP11-399K21.13	ENSG00000273248.1_1	RP11-399K21.13-001	ENST00000609182.1_1	promoter_overlap	promoter_overlap	0.941081305884096	no hit	0.6034674891928989	lncRNA_good_csf	0.06471832999378335	0.0	sleuth NA	-0.09047181761735787	0.09047181761735787
NC_000019.10:+:46101122	experimental	AC007193.6	ENSG00000267922.1_2	AC007193.6-001	ENST00000597989.1_1	transcript_overlap	transcript_overlap	0.953286070076135	no hit	0.603337871603419	lncRNA_good_csf	0.115557944515351	1.955936344136965	0.0387740648551774	1.4058497492325317	1.4058497492325317
NC_000019.10:+:40355638	experimental	CTC-425O23.5	ENSG00000279759.1_2	CTC-425O23.5-001	ENST00000622968.1_1	transcript_overlap	transcript_overlap	0.952125228298963	no hit	0.603321578364036	lncRNA_good_csf	0.6817474446589186	0.7487912440691484	0.041927334116383	0.056397016727220924	0.056397016727220924
NC_000001.11:+:33261608	experimental	RP11-415J8.7	ENSG00000270115.1_2	RP11-415J8.7-001	ENST00000602618.1_1	transcript_overlap	transcript_overlap	0.893925238414603	no hit	0.6031672153652471	lncRNA_good_csf	0.4770295515758145	0.614159680471151	0.18718437308126	0.1280846130145591	0.1280846130145591
NC_000003.12:+:14602192	experimental	RP11-588H7.1	ENSG00000283392.1_1	RP11-588H7.1-001	ENST00000635800.1_1	intergenic	intergenic	0.966407854358428	no hit	0.603136470238499	lncRNA_good_csf	0.10314865266083333	0.2827215352438865	0.10399056910821401	0.2175807995650665	0.2175807995650665
NC_000010.11:+:28303331	experimental	RP11-351M16.4	ENSG00000282996.1_1	RP11-351M16.4-001	ENST00000634334.1_1	transcript_overlap	transcript_overlap	0.970204265897452	no hit	0.602973288532778	lncRNA_good_csf	0.13295143683704	0.0122630124442633	0.15916079836993302	-0.16250183368213544	0.16250183368213544
NC_000010.11:+:73247410	experimental	DNAJC9-AS1	ENSG00000236756.4_2	DNAJC9-AS1-002	ENST00000513954.1_1	promoter_overlap	transcript_overlap	0.972142417856804	no hit	0.602879233094436	lncRNA_good_csf	0.0	0.0	sleuth NA	0.0	0.0
NC_000005.10:-:136134889	experimental	SMAD5-AS1	ENSG00000164621.5_1	SMAD5-AS1-001	ENST00000297163.3_1	transcript_overlap	transcript_overlap	0.916362117003535	no hit	0.6028776713047571	lncRNA_good_csf	0.00968235663478075	0.0416830603769581	sleuth NA	0.04501489759550477	0.04501489759550477
NC_000014.9:-:32076665	experimental	ARHGAP5-AS1	ENSG00000258655.2_1	ARHGAP5-AS1-001	ENST00000553596.2_1	promoter_overlap	promoter_overlap	0.960173872234712	no hit	0.602812003847884	lncRNA_good_csf	1.7989774984026552	2.79166966848355	0.0198078361024062	0.4379333928275269	0.4379333928275269
NC_000009.12:-:114398471	experimental	RP11-9M16.2	ENSG00000235119.1_1	RP11-9M16.2-001	ENST00000448674.1_1	intergenic	intergenic	0.964021631225147	no hit	0.602779882082939	lncRNA_good_csf	7.8085587830785235	0.5380393960278386	0.0361569686973031	-2.5178135335474887	2.5178135335474887
NC_000015.10:+:24513070	experimental	PWRN1	ENSG00000259905.5_1	PWRN1-011	ENST00000565512.5_1	intergenic	intergenic	0.87273187921398	no hit	0.602502787412418	lncRNA_good_csf	0.426377312450596	0.279793630845257	0.22127056826913	-0.15644446950029686	0.15644446950029686
NC_000016.10:-:424542	experimental	LA16c-359F1.1	ENSG00000276984.1_1	LA16c-359F1.1-001	ENST00000621088.1_1	intergenic	intergenic	0.971195987477963	no hit	0.602479657615793	lncRNA_good_csf	0.0866658781430175	0.333077321015436	sleuth NA	0.2948520450406213	0.2948520450406213
NC_000005.10:-:58817098	experimental	RP11-479O16.1	ENSG00000248475.5_1	RP11-479O16.1-002	ENST00000509476.1_1	transcript_overlap	transcript_overlap	0.000745334249383836	hit	0.602258391303428	lncRNA_good_csf	0.4486499781253369	1.6185108929376348	0.0251300534434505	0.8540375524201262	0.8540375524201262
NC_000008.11:-:134785878	experimental	AC083843.4	ENSG00000279518.1_1	AC083843.4-001	ENST00000623679.1_1	intergenic	intergenic	0.937757608357899	no hit	0.6022286184900579	lncRNA_good_csf	0.0289529114956004	0.07788469404530736	0.18393599575804398	0.06702589411735521	0.06702589411735521
NC_000017.11:+:37609560	experimental	RP11-697E22.1	ENSG00000277688.1_1	RP11-697E22.1-001	ENST00000619099.1_1	promoter_overlap	promoter_overlap	0.9689356761377208	no hit	0.602216904520791	lncRNA_good_csf	0.258417024523571	0.6112671894231969	0.24001934548326	0.3565856561888951	0.3565856561888951
NC_000018.10:+:72869001	experimental	RP11-676J15.1	ENSG00000263958.1_1	RP11-676J15.1-002	ENST00000578967.1_1	promoter_overlap	promoter_overlap	0.9695806650359828	no hit	0.602164702611175	lncRNA_good_csf	2.2076011663462998	1.0151668353926016	0.0602363290054186	-0.6705954837798154	0.6705954837798154
NC_000001.11:+:110415610	experimental	LAMTOR5-AS1	ENSG00000224699.8_1	LAMTOR5-AS1-045	ENST00000631010.1_1	intergenic	transcript_overlap	0.9688015903593872	no hit	0.60212193952675	lncRNA_good_csf	0.124318715989304	0.0488927121786238	sleuth NA	-0.10018394429847563	0.10018394429847563
NC_000001.11:-:213987713	experimental	PROX1-AS1	ENSG00000230461.8_2	PROX1-AS1-031	ENST00000625209.2_1	promoter_overlap	transcript_overlap	0.972200959929861	no hit	0.601967260060429	lncRNA_good_csf	0.0	0.07120568195361153	sleuth NA	0.09923551822497087	0.09923551822497087
NC_000018.10:-:28177126	control	CDH2	ENSG00000170558.8_2	CDH2-001	ENST00000269141.7_1	protein_coding	protein_coding	0.94439780277698	no hit	0.601821856367344	protein_coding	10.297277794494564	167.27788943599052	0.000351273060734306	3.896798542741765	3.896798542741765
NC_000001.11:-:200400704	experimental	LINC00862	ENSG00000203721.6_2	LINC00862-003	ENST00000637098.1_1	transcript_overlap	transcript_overlap	0.957336382429614	no hit	0.6018192146306629	lncRNA_good_csf	0.7236385186338459	0.8345939812988374	0.107414052171864	0.0900035676209423	0.0900035676209423
NC_000015.10:-:93900598	experimental	LINC01579	ENSG00000258754.7_2	LINC01579-001	ENST00000557481.6_1	promoter_overlap	transcript_overlap	0.971375628639054	no hit	0.6016881191708571	lncRNA_good_csf	0.20520516485359547	0.45458980794938	0.0166641559427544	0.2713336120774171	0.2713336120774171
NC_000022.11:+:25436312	experimental	CTA-390C10.9	ENSG00000272798.1_1	CTA-390C10.9-001	ENST00000609964.1_1	intergenic	intergenic	0.937347563625998	no hit	0.601560806020425	lncRNA_good_csf	0.08742401923249253	0.13015758289075355	sleuth NA	0.05560934791439471	0.05560934791439471
NC_000001.11:+:120952438	experimental	RP11-640M9.1	ENSG00000236943.2	RP11-640M9.1-005	ENST00000431928.1	transcript_overlap	transcript_overlap	0.959304418286235	no hit	0.601386551793985	lncRNA_good_csf	0.9902602935784964	0.17067063350232953	0.0628235018677728	-0.7656218913292908	0.7656218913292908
NC_000001.11:+:120952438	experimental	LINC00623	ENSG00000235398.4	LINC00623-005	ENST00000417976.1	intergenic	transcript_overlap	0.959304418286235	no hit	0.601386551793985	lncRNA_good_csf	0.299083319409478	0.1680511784653215	0.24779345874969103	-0.15339047633885355	0.15339047633885355
NC_000007.14:+:135168352	experimental	RP11-134L10.1	ENSG00000272941.1_1	RP11-134L10.1-001	ENST00000608819.1_1	promoter_overlap	transcript_overlap	0.963327459655601	no hit	0.601282314107285	lncRNA_good_csf	0.3195104827958055	0.9048923575918576	0.0294103303894928	0.5297066635018373	0.5297066635018373
NC_000004.12:-:184347913	experimental	RP11-290F5.2	ENSG00000180712.3_1	RP11-290F5.2-002	ENST00000511465.1_1	intergenic	intergenic	0.961109353949508	no hit	0.6010926312764151	lncRNA_good_csf	0.16449415361332148	0.06837288417880445	sleuth NA	-0.12428813121075735	0.12428813121075735
NC_000001.11:+:16520662	experimental	RP4-798A10.4	ENSG00000224174.2_1	RP4-798A10.4-001	ENST00000452795.2_1	intergenic	intergenic	0.972218217074698	no hit	0.6010425185172591	lncRNA_good_csf	1.649917082975905	1.5308025364638298	0.20074642282758803	-0.0663522709568656	0.0663522709568656
NC_000009.12:-:63814158	experimental	RP11-764K9.1	ENSG00000225411.2_1	RP11-764K9.1-001	ENST00000417843.2_1	intergenic	intergenic	0.954578392834562	no hit	0.600781801730684	lncRNA_good_csf	0.151307226445311	0.29229253750259554	0.0701079996989873	0.1666598231060944	0.1666598231060944
NC_000012.12:+:123261571	experimental	RP11-282O18.7	ENSG00000269980.1_1	RP11-282O18.7-001	ENST00000602352.1_1	promoter_overlap	promoter_overlap	0.957970889969148	no hit	0.600660243631982	lncRNA_good_csf	0.34145416207220003	0.7509515521611205	0.19619332171662804	0.3843414076892182	0.3843414076892182
NC_000006.12:-:71328203	experimental	RP11-154D6.1	ENSG00000232295.7_2	RP11-154D6.1-025	ENST00000618488.4_1	promoter_overlap	promoter_overlap	0.96531981363977	no hit	0.600577367061058	lncRNA_good_csf	0.08016674480737684	0.1225178119789232	sleuth NA	0.05548429995936891	0.05548429995936891
NC_000018.10:-:5238520	experimental	RP11-835E18.5	ENSG00000265091.5_2	RP11-835E18.5-002	ENST00000581170.5_1	promoter_overlap	promoter_overlap	0.971168128308741	no hit	0.6005498923520639	lncRNA_good_csf	0.194626150521981	0.179451607579026	0.277187446855099	-0.018442981420729518	0.018442981420729518
NC_000002.12:-:215365629	control	FN1	ENSG00000115414.18_2	FN1-017	ENST00000494446.1_1	protein_coding	protein_coding	0.966538570697037	no hit	0.600525399198414	protein_coding	3.022633894526635	86.4642162354812	0.0200077775636377	4.442480548208081	4.442480548208081
NC_000020.11:-:62405934	experimental	RP5-908M14.10	ENSG00000275437.1_2	RP5-908M14.10-001	ENST00000616512.1_1	transcript_overlap	transcript_overlap	0.972329361927501	no hit	0.600415235562155	lncRNA_good_csf	0.3578006805530145	0.3052192386542805	0.0840110350222112	-0.0569795558247705	0.0569795558247705
