gene_id	gene_name	csf	cleaner_gene_biotype	minimal_biotype	endo_ctrl_val	min_hit	max_eff	max_exp	gc	n_tss	n_enh	enh_dist	prom_cons	exon_cons	dna_len	rna_len	n_exons	hESC_mean	endo_mean	endo_hESC_abslog2fc	closest_endo_snp_distance	closest_endo_snp_id	closest_endo_snp_disease
ENSG00000253154.1_1	CTA-392E5.1	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.9009356318107792	10.204695	0.6546970000000001	1.0	25.0	1202	0.0	0.0025	68908	517	4	0.03604279296982205	0.0	0.05108359369080403	4208423	rs2189261	colorectal cancer
ENSG00000253675.1_1	CTD-3118D11.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	lenient	0.0659534910221784	0.0706105	0.5698915	0.0	24.0	6693	0.0	0.5	55260	364	2	0.10822440475987598	0.0501259973051845	0.0776876056002798	4005281	rs2189261	colorectal cancer
ENSG00000254231.1_1	CTD-2284J15.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.6334248575404957	6.1959420000000005	0.5573705	0.0	22.0	3259	0.01	0.165	10040	1486	4	0.7733898703202655	0.48787154959286727	0.3230258212878609	3816192	rs2189261	colorectal cancer
ENSG00000253500.5_2	AF121898.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.2746325535079493	0.4429925	0.5664733333333333	1.0	9.0	90433	0.08	0.086	214860	1860	5	0.26730924600220807	0.1154306672728005	0.12127195502529482	2403789	rs2189261	colorectal cancer
ENSG00000253553.5_2	RP11-586K2.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.5567169559967995	1.488377652779015	0.5543825	3.0	16.0	12561	0.73	0.6133333333333333	381696	1469	5	1.948307648198762	1.237179031974739	0.2334101377749425	1422372	rs2189261	colorectal cancer
ENSG00000271156.1_1	RP11-642C5.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.09913385339561608	0.15632449999999998	0.693739	0.0	22.0	209621	0.0	0.0	590	591	1	0.11944413678048305	0.42231798123709297	0.34546150216819305	1350598	rs2189261	colorectal cancer
ENSG00000251136.8_1	RP11-37B2.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.9743820777134822	58.4539745	0.5619778	2.0	43.0	1483	0.0	0.015	148317	3802	7	7.342910552515464	18.49368294154423	1.7647593659319356	401780	rs2189261	colorectal cancer
ENSG00000254180.1_2	AB015752.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.21781713523606228	0.8738355	0.544983	0.0	49.0	50922	0.0	0.014000000000000002	85459	578	5	0.11516125627540402	0.04008696780980785	0.10054817839667048	375105	rs2189261	colorectal cancer
ENSG00000253799.1_2	LINC01030	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.3686436945639077	0.915528	0.574526	1.0	50.0	64927	0.02	0.01	13261	738	3	0.0228696216619457	0.16963856149546225	0.19344051487705446	433298	rs2189261	colorectal cancer
ENSG00000246792.2_1	RP11-68L18.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.6424917808898771	4.7780875	0.573186	0.0	49.0	22244	0.0	0.013333333333333334	7850	3473	3	1.8606608957610238	0.3474427812075611	0.7447752614914056	486935	rs2189261	colorectal cancer
ENSG00000254251.1_1	RP11-662G23.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.9250256868741784	72.54061	0.516206	3.0	36.0	2449	0.06	0.0125	52766	833	4	0.13355623078968554	0.03867231652951335	0.12611537842792953	646968	rs2189261	colorectal cancer
ENSG00000253738.1_1	OTUD6B-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.9711654072941542	36.23016	0.6391315	5.0	29.0	29587	0.0	0.0	10214	4275	3	23.935363039842233	17.068341385162803	0.4721879161868158	900403	rs2189261	colorectal cancer
ENSG00000253576.1_1	GS1-5L10.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0015716428819008144	0.3692175	0.6390239999999999	0.0	13.0	49023	0.02	0.5	1510	410	2	0.20425657084555893	0.131245187930884	0.09023114049535498	1816402	rs2189261	colorectal cancer
ENSG00000248858.7_2	FLJ46284	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.8939814327741031	10.676044999999998	0.60365425	1.0	22.0	71926	0.32	0.15666666666666668	164675	4282	4	0.06692096719511766	0.11359378429116315	0.061769752051996675	2540236	rs2189261	colorectal cancer
ENSG00000253577.1_1	RP11-100L22.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0	0.0167817	0.548165	0.0	19.0	185726	0.33	0.04	10749	436	3	0.301287458789599	0.5352084770395205	0.2384948894082957	2606196	rs2189261	colorectal cancer
ENSG00000253197.5_1	CTD-3239E11.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.21035233339598391	0.5672755	0.5553815	0.0	23.0	68443	0.04	0.285	82661	602	6	0.12135986325406635	0.0831060395058914	0.05007484330323255	2617863	rs3104964	colorectal cancer
ENSG00000246662.6_2	LINC00535	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.06551509378070935	0.085244985	0.5604265	1.0	36.0	9391	0.0	0.715	353966	1914	11	0.07803111352957126	0.1406473492719535	0.08145400965316625	1883075	rs3104964	colorectal cancer
ENSG00000253854.1_2	RP11-10N23.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.19074691587994064	0.31994461663	0.617678	0.0	34.0	3145	0.0	0.0	1593	939	2	0.8330916336956266	2.389367538818255	0.886737183373779	1862341	rs3104964	colorectal cancer
ENSG00000279331.1_1	RBM12B-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.37862594149384976	3.18065	0.51608	0.0	34.0	23692	0.0	0.02	652	653	1	0.930708160389407	1.3212433802684151	0.2657676882377053	1842735	rs3104964	colorectal cancer
ENSG00000253848.1_1	RP11-10N23.5	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.18251595579008928	0.3831879	0.549057	0.0	34.0	24764	0.0	0.005	3341	530	2	0.2311261416753965	0.1161283701262174	0.14147562200633929	1838974	rs3104964	colorectal cancer
ENSG00000254057.1_1	RP3-388N13.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.28603645282695833	1.212626	0.409091	0.0	35.0	8032	0.01	1.0	12289	528	2	0.38108001172787503	0.5418903373580299	0.1589032578871612	1736765	rs3104964	colorectal cancer
ENSG00000264448.4_2	MIR378D2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0770557337510912	0.3824614878	0.528435	1.0	36.0	0	0.0	0.0	948	949	1	0.04927667488827815	0.0316860852517401	0.02439107648113656	1666826	rs3104964	colorectal cancer
ENSG00000280123.1_2	RP11-267M23.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.74454601812743	7.3282584161000015	0.694534	0.0	45.0	8628	0.01	0.01	2176	2177	1	12.8270686620312	5.155567550625575	1.167531551468646	1153620	rs3104964	colorectal cancer
ENSG00000254315.1_1	RP11-267M23.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.01990922059470379	0.127193	0.625255	0.0	42.0	112368	0.0	0.0	763	491	2	0.291324617767826	0.174705305799561	0.13655283770514126	1049117	rs3104964	colorectal cancer
ENSG00000253704.1_2	RP11-267M23.4	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.4153755875017552	1.3860435	0.561766	2.0	42.0	132462	0.0	0.005	16023	1789	2	0.144737547538837	0.2943719254659289	0.17723535015001646	1013763	rs3104964	colorectal cancer
ENSG00000261437.1_1	RP11-22C11.2	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.4303552731046569	3.9431339999999997	0.536876	1.0	41.0	134571	0.0	0.0	2182	2183	1	2.138460608765095	1.4902550024435053	0.3337636195561667	944041	rs3104964	colorectal cancer
ENSG00000272509.1_1	RP11-347C18.5	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.3675796123994709	3.99397	0.714286	0.0	36.0	146	0.0	0.0	461	462	1	0.932417162030249	0.35411199448318154	0.5130595059235039	698438	rs3104964	colorectal cancer
ENSG00000253878.5_2	RP11-347C18.3	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.45184757187031394	1.6314328000000002	0.4904425	0.0	34.0	11737	0.0	0.0	1359	709	3	1.55804785908933	0.7240804032032679	0.5692161994998202	632112	rs3104964	colorectal cancer
ENSG00000254248.1_2	RP11-320N21.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.051820326561637216	0.057812	0.471033	0.0	30.0	2533	0.0	0.0125	16192	794	4	0.041141744443472295	0.09259313589719956	0.06958976936363404	495584	rs3104964	colorectal cancer
ENSG00000253773.2_2	C8orf37-AS1	lncRNA_good_csf	transcript_overlap	lncRNA	False	lenient	0.295655756072802	0.43946548	0.5267357500000001	2.0	42.0	3539	0.32	0.15666666666666665	384874	617	5	0.2272171618790288	0.40913860581286643	0.15757464234793958	0	rs3104964	colorectal cancer
ENSG00000254224.1_1	KB-1043D8.6	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.4860131644096576	17.399917499999997	0.557592	0.0	53.0	25139	0.0	0.0	2607	382	3	0.0570440588427857	0.07360453289861299	0.022427156706255308	651920	rs3104964	colorectal cancer
ENSG00000253105.5_1	KB-1448A5.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.018731936645474127	0.02257446	0.5348445	1.0	54.0	10990	0.0	0.006666666666666667	15346	711	3	0.0116764671314178	0.15074813900012748	0.1858241177044133	788358	rs3104964	colorectal cancer
ENSG00000254267.1_1	KB-1458E12.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.2535488910715125	0.8617395000000001	0.549425	0.0	26.0	5267	0.0	0.0	16892	435	3	0.023358271371966	0.0300391956995936	0.009387924706840812	2787848	rs3104964	colorectal cancer
ENSG00000253911.1_1	KB-1205A7.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0	0.0985736	0.541528	0.0	24.0	21670	0.02	0.01	3087	301	2	0.0	0.0	0.0	3019746	rs3104964	colorectal cancer
ENSG00000271930.1_1	RP11-44N12.5	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.27071925901406163	1.186552	0.646825	0.0	21.0	1823	0.02	0.39	503	504	1	0.05636644348254701	0.0	0.07911037872079085	3360088	rs3104964	colorectal cancer
ENSG00000229625.3_1	RP11-44N12.2	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.20518087521285205	0.5617085	0.521552	0.0	21.0	19656	0.01	0.01	6856	464	3	0.15279233825938435	0.2016642636918475	0.05990122163031735	3377921	rs3104964	colorectal cancer
ENSG00000253948.1_2	RP11-410L14.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.9336942112316472	36.91319	0.5473680000000001	1.0	20.0	71272	0.0	0.0	16281	380	2	5.028450555374985	10.13428533766035	0.8851498101810298	3413256	rs3104964	colorectal cancer
ENSG00000253532.1_2	CTD-2340D6.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.13519881313042814	0.19556745	0.578151	0.0	20.0	18611	0.01	0.01	1229	595	2	0.1438101821346472	0.2313392148887207	0.106380603221021	3403296	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253217.1_1	KB-1991G8.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.23742260353388425	2.5835665	0.565934	1.0	73.0	11281	0.0	0.005	13112	546	2	0.06657401025242846	1.177971263940025	1.030000840640372	2173170	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253824.1_1	KB-173C10.2	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.7682207536132986	3.875542105	0.5284865	0.0	76.0	1226	0.0	0.0	33199	644	3	0.0399850844783591	0.5406002785761476	0.5669297539949734	2109418	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253666.1_2	KB-1615E4.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.8382487399511314	16.62385	0.5373935	2.0	79.0	1345	0.0	0.0	25458	558	2	0.1096188419948975	0.0	0.15006419081110708	2022729	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000260368.1_1	RP11-521I2.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.2553219404729511	2.180758	0.562172	0.0	85.0	1116	0.0	0.0	1141	1142	1	0.12602618193679374	0.3644978105702005	0.2771297069013201	1609489	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253737.1_1	KB-1460A1.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.29858581786756283	0.5712069999999999	0.5539109999999999	0.0	95.0	2080	0.0	0.0	1264	473	3	0.10432705139551324	0.052973189395337	0.06869879278277365	1382948	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000261087.1_1	KB-1460A1.5	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.38212130634413344	1.7169426	0.577345	0.0	95.0	3860	0.0	0.0	2824	2825	1	0.33637668340241544	0.5108913880952921	0.17707323828175914	1354248	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000271882.1_1	KB-1410C5.5	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.3836273172685373	3.34501	0.666667	0.0	96.0	16204	0.0	0.0	410	411	1	0.405771832704392	0.6531879727104655	0.2338883197514281	1315319	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253282.1_1	KB-1410C5.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.2867266626982573	0.6024957499999999	0.519836	0.0	96.0	45166	0.0	0.0	6338	731	3	0.1217285693002135	0.176441818732767	0.06870635193808937	1230094	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000246263.2_1	UBR5-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.8610736954061013	9.9964365	0.5598925	2.0	88.0	2244	0.0	0.225	12780	2048	3	7.285433063511044	2.1610561122134655	1.2251016678770947	270544	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000272037.1_1	KB-431C1.5	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.36527167887874734	2.71731	0.631469	0.0	88.0	19242	0.0	0.0	1429	1430	1	0.3487114050723325	0.2875999599069265	0.06689723892067669	266056	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253633.1_1	KB-1980E6.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.8446995344702379	6.667831699999999	0.52973	1.0	83.0	2095	0.0	0.025	9928	740	4	0.437085915543996	0.1071903644682573	0.3210207854113191	4864	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253669.3_1	KB-1732A1.1	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.8302752301802918	8.754839	0.46570350000000005	0.0	83.0	3581	0.01	0.02	4049	2770	2	0.12133542329403915	0.031169669576168388	0.06390606368348678	281641	rs146278598	squamous cell lung carcinoma, family history of lung cancer
ENSG00000253320.5_2	AZIN1-AS1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.9159917047072864	11.945626400000002	0.48868506250000004	2.0	79.0	2036	0.0	0.2925	113197	756	4	20.120571580909726	13.262048985451921	2.391487519076596	211297	rs12548629	colorectal cancer, breast carcinoma
ENSG00000253263.1_2	KB-1507C5.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.1663849692601274	0.199884	0.534709	0.0	79.0	2672	0.0	0.06	1732	533	2	0.13770829365153325	0.044330377510356	0.12355251500080296	295565	rs12548629	colorectal cancer, breast carcinoma
ENSG00000254281.1_1	KB-1507C5.4	lncRNA_good_csf	gene_nearby	lncRNA	False	no hit	0.60328848462678	1.9301255000000002	0.6021310000000001	1.0	79.0	725	0.05	0.115	21399	563	4	1.6621691038176498	0.2248255824373836	1.1200258944326804	188989	rs12548629	colorectal cancer, breast carcinoma
ENSG00000236939.2_1	BAALC-AS2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.11880781150827717	0.14907898	0.44659899999999997	1.0	72.0	3973	0.0	0.0	8509	496	2	0.10627422011572199	0.0315975688174282	0.08090760956164941	47698	rs12548629	colorectal cancer, breast carcinoma
ENSG00000247081.7_2	BAALC-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.8753665581363832	8.1985935	0.5185116999999999	3.0	72.0	2472	0.0	0.037500000000000006	119978	1353	6	3.3416117960150427	2.5044998621910537	0.801233989467308	0	rs12548629	colorectal cancer, breast carcinoma
ENSG00000253851.1_2	RP11-318M2.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.01276607262668883	2.953815	0.608919	0.0	72.0	42381	0.0	0.0	889	583	2	0.1062104280357795	0.0	0.1456258472429487	39253	rs12548629	colorectal cancer, breast carcinoma
ENSG00000271830.1_1	RP11-1C8.7	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.5431776796079406	13.537920000000002	0.680791	0.0	75.0	35814	0.01	0.23	353	354	1	3.6258385967160702	2.176189555497595	0.5424179134777587	292094	rs12548629	colorectal cancer, breast carcinoma
ENSG00000253477.5_1	RP11-1C8.4	lncRNA_good_csf	promoter_overlap	lncRNA	False	hit	0.7576367738807342	5.158582	0.4411435	0.0	75.0	39608	0.02	0.023333333333333334	18253	722	5	3.324681420972673	1.6991494335198885	0.6681396990101625	294226	rs12548629	colorectal cancer, breast carcinoma
ENSG00000279138.1_1	KB-1742H10.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.18109746212440087	0.221307	0.6160359999999999	0.0	34.0	5755	0.01	0.0	2244	2245	1	0.117419032364205	0.202931959535409	0.10638474461273324	1289367	rs12548629	colorectal cancer, breast carcinoma
ENSG00000254615.2_1	RP11-395G23.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.7858110745827076	11.516539999999999	0.44609200000000004	3.0	33.0	50622	0.01	0.5	2755	1318	2	6.487317647389746	0.04339476117231875	2.5391196557691766	3080972	rs12548629	colorectal cancer, breast carcinoma
ENSG00000253582.1_1	RP11-649G15.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.2290141514000586	0.2975805	0.597222	0.0	40.0	4234	0.0	0.0	137074	504	4	0.5611754361086331	0.1379657302931473	0.4561755566706051	3331302	rs12548629	colorectal cancer, breast carcinoma
ENSG00000253796.1_1	RP11-1084E5.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.2580966133349182	0.536982825	0.5655275	0.0	22.0	70284	0.0	0.1	168388	486	5	0.28004906927184803	0.35954905224080896	0.08692908902069084	5705858	rs12548629	colorectal cancer, breast carcinoma
ENSG00000250267.2_1	RP11-122A21.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.006169474142589171	0.00624655	0.606208	0.0	15.0	14134	0.02	0.015	17915	1643	2	0.021882488181154063	0.19687034700570494	0.2280375759042163	5917925	rs16887197	colorectal cancer
ENSG00000253877.5_1	LINC01608	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.8285176803624241	6.0652215	0.6111575	4.0	15.0	86369	0.0	0.05833333333333334	89743	561	6	0.1572306596623185	0.10891080768920457	0.06153312083807715	4207005	rs16887197	colorectal cancer
ENSG00000253103.1_2	LINC01609	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.07831471082425727	0.098820075	0.6034195	1.0	16.0	31083	0.0	0.04	137210	566	4	14.684583247864099	23.66932726961575	0.6533711778976651	3998235	rs16887197	colorectal cancer
ENSG00000254339.5_1	RP11-267L5.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.9320595680564628	478.18300000000005	0.5119924	1.0	24.0	28295	0.11	0.03	13766	877	3	326.1974439932778	14.72146185236145	6.301715677813992	938599	rs16887197	colorectal cancer
ENSG00000253327.2_1	RAD21-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.1344322069910121	0.23485115	0.561194	0.0	52.0	2526	0.0	0.385	2444	2010	2	0.6251293176242656	2.570965407327895	1.1357596349550745	38357	rs76316943	colorectal cancer
ENSG00000279535.1_1	AC113188.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.7105110306064029	7.128197	0.641473	1.0	56.0	12710	0.04	0.99	515	516	1	0.6957475444861939	0.856798323735565	0.13089572164281016	1176050	rs3019885	lung carcinoma
ENSG00000225885.6_1	AC023590.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.6720182785277273	2.216921505	0.5650392	5.0	59.0	510	0.0	0.006	109397	781	5	0.1170476753742873	0.0916484470437886	0.033182433538788886	1268734	rs3019885	lung carcinoma
ENSG00000281641.2_1	SAMD12-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.4730782508910495	0.91982065	0.5761015	1.0	63.0	6023	0.02	0.021666666666666667	236663	718	6	0.4215636115896911	1.34111656151666	0.650052920957098	1607596	rs3019885	lung carcinoma
ENSG00000164761.8_1	TNFRSF11B	protein_coding	protein_coding	mRNA	False	no hit	0.9511810938886716	25.2229365	0.550291	3.0	59.0	1501	0.02	0.8833333333333333	28643	2402	5	1.162083506794374	9.26410811543545	1.973386607240213	1910152	rs3019885	lung carcinoma
ENSG00000253972.5_1	RP11-4K16.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.12810645752632788	1.0751882	0.5681428000000001	1.0	55.0	26769	0.0	0.0	31725	603	6	1.008664936222663	0.4130948274138819	0.4432805501269474	2201707	rs3019885	lung carcinoma
ENSG00000253398.1_1	RP11-775B15.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0	0.05274255	0.569231	0.0	45.0	1939	0.13	0.035	42440	325	4	0.266633126876907	0.0	0.3409987165227035	2406506	rs3019885	lung carcinoma
ENSG00000279347.1_2	RP11-85I17.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.3230979315385197	1.2741129999999998	0.5587880000000001	0.0	49.0	72344	0.01	0.0	1649	1650	1	2.828801932969	0.437227982766776	1.4136041003968731	2825332	rs3019885	lung carcinoma
ENSG00000245330.4_1	KB-1471A8.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.2514219997634197	0.42644485	0.4785945	0.0	46.0	106442	0.0	0.0	7069	1899	3	0.2066560320953405	0.18315492944252104	0.02837548056153936	2854015	rs3019885	lung carcinoma
ENSG00000254343.2_1	RP11-760H22.2	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.17882978753613474	1.553346	0.6370395	0.0	43.0	3771	0.0	0.1	4004	522	2	0.6881356648003205	0.050517766991702996	0.4148976772382009	3038775	rs3019885	lung carcinoma
ENSG00000253619.1_1	RP11-369K17.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.06254995422158433	0.07532067499999999	0.58634	1.0	41.0	13861	0.01	0.005	206689	776	4	0.042284963683762056	1.32121000730509	1.1551272853411387	2633708	rs10088262	pancreatic carcinoma
ENSG00000170961.6_1	HAS2	protein_coding	protein_coding	mRNA	True	no hit	0.9692861926177296	41.6149285	0.631026	3.0	43.0	54756	0.89	0.99	29274	4190	4	1.256805252833645	140.06085168521497	5.965891916218108	2112072	rs10088262	pancreatic carcinoma
ENSG00000248690.6_1	HAS2-AS1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.6515066081226124	4.4941575	0.52259075	0.0	43.0	52659	0.67	0.3333333333333333	5347	1656	4	1.5375195898052467	45.10446145170902	4.4291199707186	2108769	rs10088262	pancreatic carcinoma
ENSG00000248478.2_1	RP11-3G20.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.03595365280508883	0.04837608	0.5398229999999999	0.0	43.0	63879	0.0	0.0	28505	339	3	0.42066121483617	0.5112629740543875	0.0891921689084055	2045831	rs10088262	pancreatic carcinoma
ENSG00000254018.1_1	RP11-785H20.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.0	0.0033850125000000003	0.584288	0.0	43.0	9119	0.0	0.015	19549	611	4	0.0	0.16461627246463456	0.2198546819138964	1849190	rs10088262	pancreatic carcinoma
ENSG00000254303.1_1	RP11-398G24.2	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.058003162301022974	0.06485550500000001	0.468354	0.0	47.0	2202	0.0	0.006666666666666667	172544	790	3	0.2157754232193585	0.6361524159564313	0.4284303886998497	1626279	rs10088262	pancreatic carcinoma
ENSG00000255325.2_1	RP11-96B2.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.11579960470855982	0.14100880000000002	0.561014	0.0	48.0	25183	0.0	0.1075	4300	631	4	0.05836859110075385	5.035909923506987	2.51172912314337	1263648	rs10088262	pancreatic carcinoma
ENSG00000272384.1_1	RP11-44N11.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.7027271480146168	2.914153	0.393023	1.0	62.0	2043	0.0	0.0	859	860	1	0.27826382137276795	0.3765081146058536	0.10682748932748024	972633	rs10088262	pancreatic carcinoma
ENSG00000272043.1_1	RP11-44N11.3	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.3943415521081281	3.9948599999999996	0.490385	0.0	62.0	2113	0.0	0.02	311	312	1	0.4433328319024805	0.432121269158076	0.011250360723000776	972392	rs10088262	pancreatic carcinoma
ENSG00000253372.5_2	RP11-44N11.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	lenient	0.015349990724196128	0.048037699999999996	0.559686	0.0	63.0	8289	0.0	0.024	8771	758	5	0.97048738651462	0.6544016063776353	0.1809407307009724	936946	rs10088262	pancreatic carcinoma
ENSG00000214803.3_1	RP11-37N22.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.16400641345093125	0.2258071	0.47615100000000005	0.0	96.0	7625	0.0	0.0	54727	1195	3	0.05491494933873165	0.10367566533593886	0.06518958400696208	439211	rs10088262	pancreatic carcinoma
ENSG00000253227.1_1	RP11-383J24.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.4911054941664964	2.031452475	0.466546	2.0	98.0	1608	0.0	0.0	5901	553	3	0.1149961597499024	0.1526527261833885	0.04791917878438922	518223	rs10088262	pancreatic carcinoma
ENSG00000245149.3_1	RNF139-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.9056393541485576	23.183281	0.5783586666666667	1.0	114.0	18155	0.0	0.005	12079	5654	3	0.757652092533369	1.3592688502341246	0.4508185263855154	709025	rs10088262	pancreatic carcinoma
ENSG00000253106.1_1	RP11-158K1.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.5231316277394146	1.9029135	0.6063689999999999	0.0	114.0	12523	0.0	0.0	3133	2355	2	0.5200227250727535	0.5567740265019445	0.03446665243204839	735050	rs10088262	pancreatic carcinoma
ENSG00000272486.1_1	RP11-532M24.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.1958865237303684	0.6618060000000001	0.594303	0.0	118.0	14843	0.0	0.0	1017	1018	1	0.09106099113058624	0.1066379954831688	0.02045161180805708	826171	rs10088262	pancreatic carcinoma
ENSG00000249816.6_2	LINC00964	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.4495770703012109	0.8282471299999999	0.5633924444444444	2.0	115.0	17638	0.0	0.0175	95846	3534	6	0.19382486139164	0.2621497305964043	0.05502739130395652	1095278	rs10088262	pancreatic carcinoma
ENSG00000254431.1_1	RP11-550A5.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.10242425784536212	0.12881099999999998	0.590028	0.0	108.0	1530	0.0	0.0	3220	722	2	1.5908111300178602	1.8265467386088297	0.12563670603361093	1594737	rs10088262	pancreatic carcinoma
